Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-03-25,Night,Facebook,350.52,116.16,5,Returning,Stephanie Cole,Glow & Go Studio
2023-07-10,Afternoon,Walk-in,114.22,37.33,1,New,Kelsey Baker,Glow & Go Studio
2023-03-17,Night,Facebook,15.28,4.02,0,New,Stacy Myers,Glow & Go Studio
2023-07-09,Morning,Referral,293.54,116.91,5,Returning,Xavier Parker,Glow & Go Studio
2023-03-16,Afternoon,Walk-in,17.93,5.62,0,Returning,Joseph Cooper,Glow & Go Studio
2023-02-27,Evening,Walk-in,285.21,75.8,6,Returning,Jessica Gibson,Glow & Go Studio
2023-09-23,Afternoon,Google Ads,384.29,254.45,11,Returning,Rebecca Roberts,Glow & Go Studio
2023-03-14,Night,Instagram,488.61,335.7,9,New,Kathryn Jennings,Glow & Go Studio
2023-10-04,Morning,Instagram,294.34,76.75,26,Returning,Chris Levy,Glow & Go Studio
2023-06-23,Night,Walk-in,469.87,104.94,25,New,Mary Torres,Glow & Go Studio
2023-07-13,Evening,Walk-in,211.7,80.54,2,Returning,Robert Smith,Glow & Go Studio
2023-05-22,Evening,Facebook,455.54,120.49,5,New,Douglas Watkins,Glow & Go Studio
2023-04-09,Evening,Referral,123.47,44.17,3,New,Eric Jordan,Glow & Go Studio
2023-07-26,Afternoon,Instagram,473.6,236.74,37,Returning,April King,Glow & Go Studio
2023-04-03,Night,Email,452.77,177.79,5,Returning,Douglas Trevino,Glow & Go Studio
2023-11-03,Afternoon,Google Ads,149.95,104.09,2,New,Patricia Moore,Glow & Go Studio
2023-04-11,Night,Google Ads,346.02,112.92,5,Returning,Devin Ferrell,Glow & Go Studio
2023-01-01,Afternoon,Referral,455.9,135.78,5,New,Kevin Miller,Glow & Go Studio
2023-05-18,Afternoon,Facebook,469.33,313.28,12,Returning,John Gomez,Glow & Go Studio
2023-01-14,Morning,Email,254.56,185.71,2,New,Mandy Henderson,Glow & Go Studio
2023-01-21,Morning,Walk-in,375.29,134.35,6,Returning,Annette Green,Glow & Go Studio
2023-02-22,Night,Google Ads,344.27,93.14,7,Returning,Eric Elliott,Glow & Go Studio
2023-05-23,Afternoon,Google Ads,420.3,129.92,8,Returning,Erica Lane,Glow & Go Studio
2023-02-24,Morning,Walk-in,358.23,337.53,3,Returning,Christina Taylor,Glow & Go Studio
2023-08-16,Morning,Referral,100.24,28.46,2,Returning,Elizabeth Miller,Glow & Go Studio
2023-04-01,Morning,Walk-in,12.54,2.54,0,New,Lori Gardner,Glow & Go Studio
2023-06-24,Evening,Facebook,477.72,237.39,5,New,Shawn Kim,Glow & Go Studio
2023-07-01,Afternoon,Referral,469.96,111.08,6,Returning,Jeremy Edwards,Glow & Go Studio
2023-12-13,Evening,Instagram,172.53,53.23,6,New,Michelle Mcdonald,Glow & Go Studio
2023-11-16,Evening,Facebook,370.44,91.3,5,Returning,Jason Jenkins,Glow & Go Studio
2023-01-08,Night,Google Ads,205.63,68.84,2,New,Justin Bernard,Glow & Go Studio
2023-09-06,Evening,Walk-in,455.14,181.83,6,Returning,Peter Gilbert,Glow & Go Studio
2023-05-08,Night,Walk-in,112.81,23.26,1,New,David Hunt,Glow & Go Studio
2023-09-22,Night,Referral,369.87,82.16,23,Returning,Joshua Cunningham,Glow & Go Studio
2023-03-28,Night,Referral,184.96,66.59,5,Returning,Pedro Long,Glow & Go Studio
2023-11-07,Night,Email,289.02,63.04,12,Returning,Aaron Aguirre,Glow & Go Studio
2023-11-04,Afternoon,Instagram,482.83,110.03,15,New,Julia Brown,Glow & Go Studio
2023-02-15,Evening,Google Ads,87.07,37.34,1,New,Ronald Santos,Glow & Go Studio
2023-07-29,Evening,Instagram,427.05,300.43,6,Returning,Brent Roberts,Glow & Go Studio
2023-08-03,Morning,Email,92.32,80.43,0,Returning,Mr. Antonio Yang,Glow & Go Studio
2023-03-24,Morning,Facebook,56.52,15.24,0,New,Nancy Brown,Glow & Go Studio
2023-07-20,Night,Referral,60.48,19.8,2,Returning,Charles Yang,Glow & Go Studio
2023-10-12,Afternoon,Email,81.62,19.88,1,New,Danny Lowe PhD,Glow & Go Studio
2023-07-05,Morning,Facebook,63.02,56.09,5,Returning,Eric Hays,Glow & Go Studio
2023-10-15,Evening,Email,416.81,290.57,5,Returning,John Watts,Glow & Go Studio
2023-03-19,Evening,Referral,215.23,47.63,2,Returning,Aaron Munoz,Glow & Go Studio
2023-05-04,Night,Referral,324.54,87.56,7,New,Brent Harris,Glow & Go Studio
2023-03-24,Night,Instagram,379.24,99.47,3,Returning,Ross Wallace,Glow & Go Studio
2023-01-16,Morning,Google Ads,214.34,73.53,2,Returning,Bryan Sullivan,Glow & Go Studio
2023-05-25,Afternoon,Instagram,355.53,349.98,6,New,Dr. Sarah Payne,Glow & Go Studio
2023-07-29,Morning,Referral,65.37,31.76,3,Returning,Melanie Villarreal,Glow & Go Studio
2023-08-31,Night,Walk-in,295.84,73.53,4,New,Jessica Fields,Glow & Go Studio
2023-04-27,Night,Referral,457.78,234.2,10,Returning,Robert Sandoval,Glow & Go Studio
2023-10-21,Evening,Facebook,420.16,101.78,8,Returning,Patrick Payne,Glow & Go Studio
2023-02-21,Evening,Instagram,77.53,37.34,1,New,Dylan Contreras,Glow & Go Studio
2023-07-18,Night,Google Ads,166.08,118.78,2,Returning,Katherine Contreras,Glow & Go Studio
2023-11-14,Evening,Google Ads,82.09,47.58,1,New,Michael Rodriguez,Glow & Go Studio
2023-10-28,Afternoon,Instagram,135.63,90.22,3,New,Jeffery Johnson,Glow & Go Studio
2023-09-11,Evening,Referral,374.1,89.91,9,New,Justin Smith,Glow & Go Studio
2023-12-09,Night,Referral,190.45,117.01,1,New,Matthew Barry,Glow & Go Studio
2023-12-29,Afternoon,Email,186.18,40.79,2,New,Amanda Meadows,Glow & Go Studio
2023-11-12,Afternoon,Facebook,372.34,123.27,6,New,Julie Sharp,Glow & Go Studio
2023-09-20,Night,Instagram,438.88,119.12,12,New,William Howard,Glow & Go Studio
2023-04-26,Afternoon,Instagram,396.83,98.34,10,New,Kathy Bailey,Glow & Go Studio
2023-06-11,Evening,Facebook,15.23,3.42,0,New,Jeanette Brown,Glow & Go Studio
2023-12-28,Morning,Referral,369.32,143.93,29,Returning,Heather Ball,Glow & Go Studio
2023-07-14,Evening,Google Ads,458.59,127.3,4,New,Mike Buchanan,Glow & Go Studio
2023-11-02,Morning,Email,440.82,191.99,10,New,Phillip Turner,Glow & Go Studio
2023-05-14,Morning,Instagram,290.08,80.86,3,New,Thomas Brewer,Glow & Go Studio
2023-05-02,Afternoon,Instagram,147.29,37.62,8,New,John Hopkins,Glow & Go Studio
2023-01-07,Evening,Instagram,348.28,112.5,3,New,Tammy Rowe,Glow & Go Studio
2023-06-08,Morning,Walk-in,117.29,49.15,2,Returning,Beverly Nguyen,Glow & Go Studio
2023-10-03,Evening,Referral,32.34,7.3,0,New,Hannah Williamson,Glow & Go Studio
2023-06-02,Evening,Email,472.85,219.27,27,New,Andrew Christian,Glow & Go Studio
2023-01-28,Evening,Referral,336.32,70.33,7,Returning,Brent Rodriguez,Glow & Go Studio
2023-03-05,Afternoon,Google Ads,392.15,331.8,23,New,Karen Wolf,Glow & Go Studio
2023-01-04,Evening,Email,113.88,69.33,6,New,Dr. Morgan Young,Glow & Go Studio
2023-04-05,Morning,Instagram,234.73,138.03,2,New,Carrie Stafford,Glow & Go Studio
2023-04-01,Morning,Walk-in,123.35,80.64,1,Returning,Jennifer Brown,Glow & Go Studio
2023-02-21,Morning,Google Ads,181.18,42.19,3,New,Ashley Bradford,Glow & Go Studio
2023-08-22,Afternoon,Walk-in,18.44,15.2,1,New,Phillip Obrien,Glow & Go Studio
2023-08-28,Afternoon,Referral,64.25,28.49,1,Returning,Tammy Morris,Glow & Go Studio
2023-05-22,Morning,Google Ads,463.17,229.48,9,Returning,Jamie Zhang,Glow & Go Studio
2023-09-02,Night,Email,279.85,73.36,4,Returning,Christina King,Glow & Go Studio
2023-05-11,Morning,Referral,385.64,78.36,8,New,Dustin Harris,Glow & Go Studio
2023-12-16,Evening,Instagram,153.6,110.74,3,Returning,Robert Stokes,Glow & Go Studio
2023-01-21,Evening,Instagram,498.25,329.15,18,Returning,Kevin Soto,Glow & Go Studio
2023-05-14,Afternoon,Instagram,372.89,104.68,35,New,Christina Patrick,Glow & Go Studio
2023-05-15,Night,Referral,333.49,118.15,7,New,Heather Russell,Glow & Go Studio
2023-06-20,Night,Instagram,70.26,18.23,1,Returning,Andrea Lopez,Glow & Go Studio
2023-11-23,Afternoon,Facebook,327.78,66.83,11,Returning,Susan May,Glow & Go Studio
2023-03-03,Morning,Referral,77.13,69.36,3,Returning,Ronnie Hudson MD,Glow & Go Studio
2023-05-25,Night,Referral,332.29,100.05,11,New,Luke Hansen,Glow & Go Studio
2023-10-27,Night,Facebook,438.59,143.09,5,Returning,Austin Patterson,Glow & Go Studio
2023-08-23,Afternoon,Facebook,346.23,277.28,3,Returning,Benjamin Miller,Glow & Go Studio
2023-03-28,Night,Facebook,404.22,132.73,28,Returning,Elizabeth Wilson,Glow & Go Studio
2023-05-01,Evening,Instagram,265.98,101.74,2,Returning,Kyle Rivera,Glow & Go Studio
2023-12-29,Evening,Email,466.32,201.37,9,Returning,Todd Nielsen,Glow & Go Studio
2023-10-30,Morning,Email,221.28,80.66,7,Returning,Michael Jones,Glow & Go Studio
2023-09-23,Afternoon,Walk-in,458.13,198.84,5,New,Tracy Jones,Glow & Go Studio
2023-06-06,Morning,Instagram,474.37,118.24,5,Returning,Sarah Frederick,Glow & Go Studio
2023-11-12,Evening,Google Ads,120.71,25.8,3,New,Jennifer Brown,Glow & Go Studio
2023-11-06,Evening,Referral,457.04,136.01,4,Returning,Ashley Ruiz,Glow & Go Studio
2023-07-13,Afternoon,Instagram,50.59,23.54,0,Returning,Deborah Johnson,Glow & Go Studio
2023-08-27,Evening,Walk-in,68.69,18.77,0,Returning,Dean Cook,Glow & Go Studio
2023-01-13,Morning,Email,247.55,65.81,7,New,Brenda Payne,Glow & Go Studio
2023-11-25,Afternoon,Email,400.2,155.45,7,Returning,Tammy Alvarado,Glow & Go Studio
2023-04-22,Morning,Email,131.24,26.36,2,New,Cynthia Jones,Glow & Go Studio
2023-06-12,Morning,Email,337.36,146.27,6,Returning,Sue Warner,Glow & Go Studio
2023-12-14,Night,Google Ads,142.91,96.73,2,New,Amanda Zavala,Glow & Go Studio
2023-03-11,Afternoon,Walk-in,296.13,171.65,6,New,Linda Salazar,Glow & Go Studio
2023-10-31,Night,Facebook,174.64,55.64,3,Returning,Juan Potts,Glow & Go Studio
2023-05-04,Afternoon,Google Ads,137.08,112.76,1,New,Andrew Johnson,Glow & Go Studio
2023-02-01,Night,Walk-in,490.36,122.76,31,New,Marie Reynolds,Glow & Go Studio
2023-08-28,Afternoon,Referral,347.61,99.69,9,Returning,Samuel Mata,Glow & Go Studio
2023-03-24,Evening,Email,98.58,28.23,1,New,Anthony Ayala,Glow & Go Studio
2023-02-27,Afternoon,Google Ads,207.88,64.9,5,New,Kimberly Dalton,Glow & Go Studio
2023-12-12,Evening,Google Ads,63.2,13.26,1,Returning,Nancy Tran,Glow & Go Studio
2023-04-17,Afternoon,Email,376.25,138.46,4,Returning,Ralph Dominguez,Glow & Go Studio
2023-05-03,Morning,Walk-in,400.67,314.14,11,New,Jeffery Taylor,Glow & Go Studio
2023-12-06,Afternoon,Walk-in,68.17,15.52,0,New,Steven Haas,Glow & Go Studio
2023-01-16,Night,Referral,278.58,88.96,3,Returning,Cory Kim,Glow & Go Studio
2023-08-13,Morning,Instagram,427.67,122.25,5,Returning,David Chapman,Glow & Go Studio
2023-01-29,Evening,Google Ads,380.08,336.48,4,Returning,Paul Beasley,Glow & Go Studio
2023-12-04,Night,Email,37.53,31.54,0,New,Laura Ritter,Glow & Go Studio
2023-08-10,Night,Email,344.1,254.81,4,New,Nathan Hess,Glow & Go Studio
2023-05-21,Night,Walk-in,213.14,71.55,6,Returning,Cameron White,Glow & Go Studio
2023-07-05,Morning,Email,424.83,299.01,6,Returning,Gregory Rios,Glow & Go Studio
2023-05-03,Evening,Email,365.48,77.31,5,New,Eduardo Obrien,Glow & Go Studio
2023-08-03,Afternoon,Referral,448.5,265.92,10,New,Bryan Jones,Glow & Go Studio
2023-12-04,Morning,Google Ads,319.08,106.46,15,Returning,Joshua Simpson,Glow & Go Studio
2023-11-22,Night,Instagram,159.01,60.81,8,Returning,Heather Herman,Glow & Go Studio
2023-06-30,Afternoon,Walk-in,348.13,103.3,21,New,Micheal Pugh,Glow & Go Studio
2023-04-29,Evening,Email,216.54,49.42,3,New,Eileen Valdez,Glow & Go Studio
2023-09-19,Afternoon,Instagram,329.16,126.71,6,New,Debra Wolfe,Glow & Go Studio
2023-06-12,Evening,Referral,400.4,200.91,5,Returning,Amy Mccullough,Glow & Go Studio
2023-01-28,Afternoon,Referral,262.32,240.43,9,New,Lisa Ramirez,Glow & Go Studio
2023-01-12,Evening,Referral,374.03,86.31,4,Returning,Chad Daugherty,Glow & Go Studio
2023-09-19,Evening,Walk-in,312.32,98.41,3,New,Patrick Clark,Glow & Go Studio
2023-04-30,Morning,Instagram,47.45,20.2,0,Returning,Robert Thomas,Glow & Go Studio
2023-11-29,Morning,Google Ads,453.89,137.42,12,Returning,Melissa Santos,Glow & Go Studio
2023-08-08,Evening,Referral,117.35,34.24,1,Returning,Brian Porter,Glow & Go Studio
2023-06-11,Morning,Google Ads,376.42,83.73,8,Returning,Donald Cruz,Glow & Go Studio
2023-07-29,Morning,Referral,491.18,136.44,5,New,Angela Ramirez,Glow & Go Studio
2023-04-14,Evening,Facebook,348.65,177.66,5,Returning,Kathleen Roy,Glow & Go Studio
2023-06-01,Afternoon,Instagram,164.56,44.2,11,Returning,Andrew Harris,Glow & Go Studio
2023-04-11,Morning,Walk-in,340.85,129.96,21,Returning,Jeffrey Williams,Glow & Go Studio
2023-05-16,Afternoon,Google Ads,140.27,40.08,2,Returning,Joshua Bailey,Glow & Go Studio
2023-04-05,Afternoon,Walk-in,337.62,121.74,10,Returning,Lee Barry,Glow & Go Studio
2023-07-19,Evening,Google Ads,184.84,69.37,16,Returning,Susan Patrick,Glow & Go Studio
2023-07-11,Evening,Walk-in,190,40.41,3,New,Nicole Peterson,Glow & Go Studio
2023-11-25,Evening,Email,399.65,105.76,22,New,Jessica Patterson,Glow & Go Studio
2023-05-20,Afternoon,Referral,326.2,156.14,5,New,Nancy Brown,Glow & Go Studio
2023-12-24,Night,Instagram,209.63,75.87,4,New,James Griffith,Glow & Go Studio
2023-04-23,Evening,Referral,440.13,96.42,6,Returning,Shannon Hurley,Glow & Go Studio
2023-10-20,Afternoon,Walk-in,246.79,76.29,2,New,Kenneth Carroll,Glow & Go Studio
2023-08-23,Morning,Google Ads,274.62,227.7,6,New,Carla James,Glow & Go Studio
2023-12-08,Morning,Email,176.21,44.16,4,New,Tammy Anderson,Glow & Go Studio
2023-08-02,Morning,Walk-in,366.41,363.25,4,Returning,Robert Tapia,Glow & Go Studio
2023-06-29,Afternoon,Referral,312.44,90.64,11,New,David Daniels,Glow & Go Studio
2023-02-23,Afternoon,Email,24.81,11.14,0,New,James Gilbert,Glow & Go Studio
2023-05-10,Night,Referral,279.35,66.62,10,New,Matthew Patton,Glow & Go Studio
2023-12-05,Night,Instagram,192.71,51.97,12,Returning,Lisa Martinez,Glow & Go Studio
2023-07-17,Afternoon,Email,77.39,23.99,1,Returning,Erica Baker,Glow & Go Studio
2023-10-23,Morning,Email,402.01,113.37,4,Returning,Joel Gonzales,Glow & Go Studio
2023-02-22,Afternoon,Google Ads,166.38,108.7,5,New,Vincent Castillo,Glow & Go Studio
2023-01-30,Morning,Walk-in,88.65,18.84,0,New,Claudia Brown,Glow & Go Studio
2023-04-22,Morning,Referral,68.65,41.49,1,New,Destiny Bishop,Glow & Go Studio
2023-02-07,Afternoon,Walk-in,390.74,222.44,5,Returning,Austin White,Glow & Go Studio
2023-06-17,Morning,Email,236.29,75.08,5,New,Desiree Booth,Glow & Go Studio
2023-03-25,Night,Walk-in,27.51,6.41,0,Returning,Mark Thomas,Glow & Go Studio
2023-03-09,Morning,Facebook,30.66,9.69,1,New,Amber Wilson,Glow & Go Studio
2023-11-29,Evening,Email,206.87,162.43,2,New,Michael Valencia,Glow & Go Studio
2023-03-25,Afternoon,Facebook,399.75,106.01,4,Returning,Amanda Love,Glow & Go Studio
2023-03-20,Night,Google Ads,267.92,80.53,2,Returning,Miguel Green,Glow & Go Studio
2023-12-07,Night,Google Ads,151.82,52.68,1,Returning,Michael Mathews,Glow & Go Studio
2023-09-19,Morning,Email,399.54,220.74,8,New,Nathan Burke,Glow & Go Studio
2023-06-05,Night,Referral,21.69,7.92,0,Returning,Billy Wallace,Glow & Go Studio
2023-02-01,Night,Facebook,417.52,329.38,5,New,Cynthia Nguyen,Glow & Go Studio
2023-07-31,Night,Google Ads,397.85,109.46,4,Returning,Rodney Perry,Glow & Go Studio
2023-08-08,Evening,Email,376.4,95.75,7,Returning,Sherri Thomas,Glow & Go Studio
2023-05-29,Morning,Referral,75.84,17.49,1,New,Richard Rogers,Glow & Go Studio
2023-01-03,Evening,Walk-in,72.14,46.74,1,New,Matthew Ruiz,Glow & Go Studio
2023-09-04,Morning,Google Ads,64.55,17.33,0,Returning,Lisa Martin,Glow & Go Studio
2023-06-18,Evening,Email,391.12,83.95,19,New,Timothy Buck,Glow & Go Studio
2023-04-18,Night,Walk-in,25.57,17.42,0,Returning,Lee Morton,Glow & Go Studio
2023-08-03,Afternoon,Google Ads,148.9,48.01,7,Returning,Priscilla Romero,Glow & Go Studio
2023-05-01,Evening,Facebook,294.67,61.97,4,Returning,Hailey Lewis,Glow & Go Studio
2023-12-24,Evening,Facebook,225.21,46.54,3,New,Amanda Barber,Glow & Go Studio
2023-09-15,Afternoon,Walk-in,288.15,66.75,4,New,Zachary Miller,Glow & Go Studio
2023-07-26,Afternoon,Facebook,445.69,335.42,4,New,Timothy Walker,Glow & Go Studio
2023-08-22,Afternoon,Referral,105.37,28.37,1,Returning,Laura Kelley,Glow & Go Studio
2023-12-28,Evening,Facebook,321.22,150.58,9,New,Nicholas Abbott,Glow & Go Studio
2023-07-14,Evening,Instagram,268.26,133.42,7,Returning,Amber Kennedy,Glow & Go Studio
2023-11-02,Night,Facebook,445.18,176.99,4,Returning,Jessica Adams,Glow & Go Studio
2023-01-09,Afternoon,Walk-in,110.2,41.65,9,New,Eileen Sanchez,Glow & Go Studio
2023-03-13,Morning,Google Ads,59.46,27.15,0,New,Randall Cox,Glow & Go Studio
2023-09-29,Morning,Email,89.37,22.82,1,Returning,Paul Wilson,Glow & Go Studio
2023-09-11,Evening,Instagram,78.31,17.68,2,Returning,Nicholas Beard,Glow & Go Studio
2023-11-04,Morning,Referral,218.05,64.15,4,Returning,Harold Wagner,Glow & Go Studio
2023-03-07,Afternoon,Instagram,102.94,91.39,1,New,Martha Jacobs,Glow & Go Studio
2023-03-09,Night,Referral,123.41,34.7,1,New,Jason Hudson,Glow & Go Studio
2023-12-25,Afternoon,Referral,74.61,26.22,0,New,Beth Medina,Glow & Go Studio
2023-12-10,Night,Google Ads,36.92,8.65,0,New,Jennifer Richards,Glow & Go Studio
2023-09-27,Afternoon,Facebook,53.16,45.74,0,New,David Mitchell,Glow & Go Studio
2023-05-22,Afternoon,Facebook,349.51,72.2,11,Returning,Brad Fisher,Glow & Go Studio
2023-03-07,Morning,Referral,152.08,58.16,2,New,Ms. Mackenzie Barton,Glow & Go Studio
2023-02-28,Night,Facebook,45.02,15.44,2,New,Sherri Smith,Glow & Go Studio
2023-12-20,Evening,Instagram,273.15,86.87,6,New,Dennis Spencer,Glow & Go Studio
2023-02-03,Night,Email,446.65,155.04,32,New,Natalie Martinez,Glow & Go Studio
2023-06-16,Morning,Referral,434.34,112.93,5,New,Jeffrey Vaughn,Glow & Go Studio
2023-12-09,Night,Instagram,362.27,80.61,4,New,Brandi Camacho DVM,Glow & Go Studio
2023-09-01,Afternoon,Google Ads,336.89,87.14,11,New,Heather Morales,Glow & Go Studio
2023-02-18,Evening,Google Ads,187.16,63.93,5,New,Michelle Wilson,Glow & Go Studio
2023-10-26,Morning,Facebook,371.72,168.18,7,New,Stephanie Vargas,Glow & Go Studio
2023-10-07,Night,Instagram,249.23,182.63,2,New,Wendy Williams,Glow & Go Studio
2023-05-07,Morning,Google Ads,489.95,161.02,5,Returning,Heather Cole,Glow & Go Studio
2023-10-05,Evening,Facebook,119.29,108.47,2,New,Jerry Davenport,Glow & Go Studio
2023-05-13,Afternoon,Walk-in,493.68,343.27,13,New,John Taylor,Glow & Go Studio
2023-09-30,Morning,Email,89.17,69.65,1,Returning,Ralph Hendricks,Glow & Go Studio
2023-01-12,Night,Walk-in,440.97,102,8,New,Angela Huang,Glow & Go Studio
2023-12-14,Evening,Google Ads,476.28,106.41,6,New,Jacqueline Banks,Glow & Go Studio
2023-04-13,Evening,Email,361.71,241.75,7,Returning,Jeffrey Romero,Glow & Go Studio
2023-04-11,Afternoon,Google Ads,49.11,16.71,0,New,Theresa Davis,Glow & Go Studio
2023-07-09,Afternoon,Referral,443.01,145.08,4,Returning,Glenn Elliott,Glow & Go Studio
2023-01-13,Morning,Facebook,208.04,51.08,2,Returning,Lauren Anthony,Glow & Go Studio
2023-11-24,Night,Referral,126.48,73.44,4,New,Frank Flores,Glow & Go Studio
2023-08-08,Afternoon,Referral,384.7,202.7,4,New,Charles Cervantes,Glow & Go Studio
2023-05-19,Night,Facebook,435.04,148.65,7,New,Virginia Clark,Glow & Go Studio
2023-03-18,Evening,Walk-in,429.99,153.89,29,Returning,Laura Gilbert,Glow & Go Studio
2023-06-06,Afternoon,Facebook,458,130.28,8,New,Dustin Wilson,Glow & Go Studio
2023-05-14,Night,Instagram,267.33,182.09,3,Returning,Jeffrey Mcclure,Glow & Go Studio
2023-06-01,Evening,Referral,447.35,251.55,5,New,Thomas Zhang,Glow & Go Studio
2023-10-14,Afternoon,Walk-in,430.47,140.78,5,Returning,Tammy Estrada,Glow & Go Studio
2023-07-15,Afternoon,Walk-in,280.97,77.03,5,Returning,Daniel Roberson,Glow & Go Studio
2023-04-07,Evening,Google Ads,242.65,99.01,22,New,Alyssa Orr,Glow & Go Studio
2023-07-02,Morning,Email,52.97,23.66,1,New,Kimberly Lloyd,Glow & Go Studio
2023-02-24,Evening,Instagram,287.01,90.37,11,Returning,Ronnie Johnson,Glow & Go Studio
2023-09-26,Afternoon,Referral,250.35,93.7,7,Returning,Tom Duncan,Glow & Go Studio
2023-01-20,Morning,Facebook,133.92,111.34,5,Returning,Kelly Guerra,Glow & Go Studio
2023-08-01,Morning,Email,154.89,85.93,3,Returning,Brian Mccarthy,Glow & Go Studio
2023-08-23,Evening,Referral,251.4,69.11,3,Returning,Jill Reynolds,Glow & Go Studio
2023-07-03,Morning,Instagram,188.67,128.99,6,New,Sean Kaiser,Glow & Go Studio
2023-10-04,Night,Facebook,27.61,9.33,2,New,Audrey Gomez,Glow & Go Studio
2023-03-25,Afternoon,Referral,382.31,185.24,7,New,Ricky Luna,Glow & Go Studio
2023-06-01,Morning,Facebook,157.26,49.53,1,Returning,Jonathon Hill,Glow & Go Studio
2023-12-15,Afternoon,Referral,424.53,123.24,4,Returning,Kayla Waters,Glow & Go Studio
2023-12-27,Evening,Referral,100.48,21.89,2,New,Emily Middleton,Glow & Go Studio
2023-06-15,Morning,Instagram,349.58,75.99,17,New,Timothy Bauer,Glow & Go Studio
2023-10-27,Afternoon,Email,480.18,134.84,8,New,Ryan Guerrero,Glow & Go Studio
2023-07-17,Evening,Referral,83.5,37.22,2,New,Amanda Walters,Glow & Go Studio
2023-08-31,Morning,Email,295.64,79.27,7,New,Chad Bennett,Glow & Go Studio
2023-11-28,Morning,Referral,383.91,87.53,23,New,Megan Baker,Glow & Go Studio
2023-02-05,Evening,Referral,289.47,113.65,4,New,Robert Gross,Glow & Go Studio
2023-01-31,Night,Email,179.14,113.63,4,New,Craig Liu,Glow & Go Studio
2023-06-26,Night,Referral,235.13,76.3,6,New,Shannon Curry,Glow & Go Studio
2023-10-20,Night,Referral,254.47,246.3,4,Returning,Austin Grant,Glow & Go Studio
2023-05-01,Night,Google Ads,113.5,66.32,1,New,Christopher Barnes,Glow & Go Studio
2023-06-18,Afternoon,Walk-in,403.27,376.76,4,New,James Silva,Glow & Go Studio
2023-12-27,Evening,Email,19.58,5.1,0,Returning,Kari Sandoval,Glow & Go Studio
2023-10-18,Afternoon,Email,436.76,257.09,6,New,Eric Hall,Glow & Go Studio
2023-12-06,Evening,Email,209.34,46.44,2,Returning,John Robles,Glow & Go Studio
2023-03-01,Afternoon,Email,461.59,117.77,12,Returning,Howard Castillo,Glow & Go Studio
2023-12-14,Morning,Email,51.23,18.87,0,Returning,Brian Ibarra,Glow & Go Studio
2023-10-06,Afternoon,Referral,203.03,132.46,2,Returning,Donna Montes,Glow & Go Studio
2023-11-27,Night,Email,35.2,16.88,0,Returning,Matthew Wilson,Glow & Go Studio
2023-06-28,Morning,Referral,491.45,167.57,12,New,Francis Wilson,Glow & Go Studio
2023-06-29,Afternoon,Google Ads,58.65,25.27,0,Returning,Michele Ayala,Glow & Go Studio
2023-11-14,Night,Walk-in,186.39,88.46,3,Returning,Dr. John Jenkins,Glow & Go Studio
2023-01-25,Afternoon,Walk-in,116.49,56.49,2,New,Earl Romero,Glow & Go Studio
2023-12-13,Morning,Google Ads,175.17,38.6,4,New,Rachel Brown,Glow & Go Studio
2023-07-08,Afternoon,Google Ads,296.13,66.18,6,Returning,Deborah Stewart,Glow & Go Studio
2023-04-11,Evening,Referral,292.77,115.96,6,New,Jeremy Ross,Glow & Go Studio
2023-10-26,Night,Referral,398.3,306.62,14,New,Debra Chandler,Glow & Go Studio
2023-04-28,Evening,Facebook,319.34,257.81,8,Returning,Robert Parker,Glow & Go Studio
2023-07-27,Morning,Instagram,447.12,94.35,9,New,Kenneth Jackson,Glow & Go Studio
2023-02-20,Afternoon,Facebook,132.46,47.37,9,Returning,Mario Gould,Glow & Go Studio
2023-12-04,Evening,Email,125.72,62.65,1,New,Erin Jacobs,Glow & Go Studio
2023-11-06,Evening,Walk-in,446.52,110.2,17,Returning,Nathan Lang,Glow & Go Studio
2023-05-14,Night,Google Ads,127.19,59.56,1,New,Michael Barr,Glow & Go Studio
2023-09-15,Morning,Referral,399.07,93.73,4,Returning,Kristen Pena,Glow & Go Studio
2023-01-29,Night,Email,70.27,30.03,4,Returning,Heidi Gonzalez,Glow & Go Studio
2023-05-31,Evening,Google Ads,50.82,29.21,3,New,Joseph Heath,Glow & Go Studio
2023-11-05,Morning,Walk-in,410.86,376.36,4,New,Robert Lozano,Glow & Go Studio
2023-02-08,Morning,Email,310.96,83.55,20,New,Daniel Quinn,Glow & Go Studio
2023-08-24,Night,Facebook,77.73,18.14,1,Returning,Amanda Smith,Glow & Go Studio
2023-01-12,Evening,Facebook,438.32,115.07,10,Returning,Ashley Sanders,Glow & Go Studio
2023-09-02,Morning,Email,84.61,21.55,1,Returning,Mr. Eric Hall,Glow & Go Studio
2023-08-20,Night,Google Ads,206.71,132.45,2,New,Danielle Nelson,Glow & Go Studio
2023-05-27,Afternoon,Email,440.66,387.49,25,Returning,Richard Rios,Glow & Go Studio
2023-10-26,Morning,Email,225.43,104.78,15,New,Patrick Nelson,Glow & Go Studio
2023-07-27,Night,Google Ads,144.55,54.34,2,New,Benjamin Bowen,Glow & Go Studio
2023-04-03,Evening,Instagram,60.28,17.27,1,Returning,Jennifer Smith,Glow & Go Studio
2023-08-11,Night,Email,148.39,59.53,4,Returning,Lisa Hernandez,Glow & Go Studio
